education_level,experience,location,job_title,age,gender,salary
Bachelor's,30,Rural,Data Scientist,42,Female,170000
Bachelor's,12,Urban,Software Engineer,33,Male,112000
PhD,25,Urban,Marketing Executive,43,Female,98437
Master's,20,Urban,Director,21,Female,264000
Bachelor's,27,Suburban,Customer Support,40,Female,55812
High School,25,Rural,Technician,38,Male,45900
High School,0,Rural,Customer Support,50,Male,17000
Bachelor's,22,Urban,Technician,24,Male,63000
Master's,9,Suburban,Data Analyst,47,Male,90915
Master's,0,Rural,Customer Support,53,Male,23375
High School,14,Rural,Data Analyst,57,Female,69360
High School,27,Urban,HR Manager,29,Male,103400
PhD,1,Suburban,Director,56,Male,149625
Bachelor's,1,Suburban,Marketing Executive,55,Female,34912
High School,25,Urban,Data Analyst,47,Male,108000
Bachelor's,1,Urban,Customer Support,46,Male,26250
PhD,0,Urban,Software Engineer,38,Male,87500
PhD,9,Rural,Software Engineer,36,Female,107843
Bachelor's,20,Suburban,Product Manager,48,Male,180500
PhD,25,Rural,Customer Support,31,Male,59765
Bachelor's,10,Urban,Customer Support,57,Male,37500
PhD,28,Suburban,Data Analyst,27,Male,171000
High School,5,Suburban,Product Manager,28,Male,90250
PhD,30,Suburban,Customer Support,50,Male,74218
Master's,23,Rural,Data Scientist,41,Female,160820
PhD,8,Suburban,Director,44,Male,199500
PhD,29,Urban,Software Engineer,44,Female,214375
Bachelor's,29,Rural,Data Analyst,23,Female,124950
Bachelor's,15,Rural,Clerk,51,Male,29750
Bachelor's,3,Rural,HR Manager,24,Male,53762
PhD,13,Rural,Software Engineer,23,Male,122718
High School,25,Urban,Director,31,Female,216000
High School,22,Urban,Data Scientist,48,Male,134400
Master's,23,Rural,Software Engineer,52,Female,140717
Master's,24,Urban,Data Analyst,28,Female,145200
PhD,23,Suburban,Product Manager,50,Female,242546
PhD,3,Suburban,Data Scientist,56,Male,109249
PhD,10,Suburban,HR Manager,37,Female,97968
PhD,14,Suburban,HR Manager,29,Male,111031
High School,1,Urban,Customer Support,40,Male,21000
PhD,11,Suburban,Director,34,Female,220875
High School,3,Rural,Marketing Executive,21,Female,27369
High School,18,Rural,Customer Support,34,Male,32300
PhD,4,Suburban,Product Manager,43,Male,135375
Bachelor's,24,Urban,Product Manager,43,Female,209000
High School,29,Suburban,Clerk,54,Male,37240
High School,24,Rural,Data Scientist,47,Male,119680
Master's,17,Suburban,Data Scientist,25,Female,154660
PhD,7,Rural,Data Scientist,39,Female,114750
Master's,26,Rural,Marketing Executive,39,Male,75267
PhD,27,Rural,Software Engineer,35,Female,174781
Master's,25,Rural,Software Engineer,31,Female,147262
Master's,2,Rural,Product Manager,58,Male,97707
High School,27,Suburban,Product Manager,37,Female,169670
Bachelor's,6,Rural,Customer Support,57,Female,27625
Master's,28,Rural,HR Manager,30,Male,123420
High School,0,Urban,Clerk,55,Female,16000
PhD,8,Suburban,Customer Support,53,Male,41562
PhD,17,Suburban,Product Manager,37,Female,208703
Bachelor's,8,Urban,Product Manager,23,Male,133000
Bachelor's,7,Suburban,Technician,39,Male,38475
PhD,7,Rural,Software Engineer,39,Female,100406
PhD,25,Suburban,Technician,29,Female,80156
Master's,21,Suburban,Marketing Executive,33,Male,74978
High School,20,Rural,Technician,38,Male,40800
Bachelor's,12,Urban,Data Scientist,31,Male,128000
Master's,21,Urban,Data Scientist,38,Female,180399
Master's,8,Rural,Data Scientist,57,Female,104720
Master's,22,Suburban,Technician,29,Female,65835
High School,24,Suburban,Clerk,23,Male,33440
High School,4,Suburban,Software Engineer,38,Female,63840
Bachelor's,21,Rural,Data Analyst,26,Female,104549
PhD,1,Rural,Marketing Executive,23,Male,39046
High School,13,Rural,Data Analyst,56,Male,67320
Bachelor's,17,Urban,HR Manager,32,Female,101750
Bachelor's,1,Urban,Software Engineer,23,Male,73500
High School,10,Urban,Data Analyst,31,Male,72000
High School,17,Urban,Director,38,Male,177600
Bachelor's,0,Suburban,HR Manager,34,Female,52250
Master's,16,Rural,Software Engineer,58,Male,117810
High School,17,Suburban,Marketing Executive,38,Female,49210
Bachelor's,29,Urban,Data Scientist,58,Male,196000
Bachelor's,0,Suburban,Data Analyst,36,Male,57000
Master's,1,Suburban,Technician,39,Female,32917
Bachelor's,12,Rural,Director,23,Female,163200
Master's,3,Suburban,Data Scientist,21,Male,96139
Master's,30,Suburban,HR Manager,55,Female,143687
High School,5,Urban,Director,44,Female,120000
High School,20,Urban,Technician,47,Female,48000
PhD,11,Suburban,Clerk,25,Male,36812
Bachelor's,15,Suburban,Customer Support,60,Male,41562
Master's,0,Rural,Product Manager,33,Female,88825
Bachelor's,11,Suburban,Director,46,Male,176700
Master's,0,Urban,Software Engineer,36,Female,77000
Master's,24,Rural,Marketing Executive,44,Female,71995
High School,18,Suburban,Technician,40,Female,43320
Master's,13,Suburban,Data Analyst,47,Male,103455
High School,10,Suburban,Data Analyst,50,Female,68400
PhD,20,Urban,Customer Support,41,Male,62500
PhD,5,Rural,Technician,56,Female,39843
Bachelor's,4,Suburban,Product Manager,50,Female,108300
Master's,2,Rural,Data Analyst,59,Male,61710
High School,0,Suburban,Customer Support,52,Male,19000
Master's,24,Rural,Data Scientist,54,Female,164560
PhD,8,Rural,Product Manager,27,Male,141312
Master's,22,Suburban,Technician,21,Male,65835
Bachelor's,23,Urban,Marketing Executive,59,Female,75250
PhD,29,Rural,Customer Support,31,Male,65078
High School,11,Suburban,Data Analyst,48,Male,70680
High School,11,Rural,Data Scientist,45,Female,84320
Master's,18,Rural,HR Manager,29,Female,97707
Master's,9,Rural,Data Scientist,49,Male,108460
PhD,25,Urban,Software Engineer,56,Male,196875
PhD,3,Urban,HR Manager,55,Female,79062
PhD,8,Rural,Data Analyst,56,Female,89250
Master's,22,Rural,Customer Support,47,Male,49087
PhD,17,Rural,Data Analyst,35,Male,117937
High School,23,Rural,Customer Support,36,Male,36550
High School,18,Rural,Marketing Executive,55,Male,45220
High School,9,Suburban,Clerk,23,Female,22040
Master's,18,Rural,Data Scientist,27,Male,142120
Master's,17,Suburban,HR Manager,33,Male,106328
High School,5,Urban,Director,38,Male,120000
Master's,1,Urban,Data Scientist,39,Female,92400
PhD,26,Urban,Data Scientist,32,Female,229999
Master's,2,Urban,Software Engineer,37,Male,84700
PhD,23,Urban,Marketing Executive,30,Female,94062
High School,24,Rural,HR Manager,33,Female,82280
PhD,0,Suburban,HR Manager,32,Female,65312
Bachelor's,29,Urban,HR Manager,26,Female,134750
High School,9,Urban,HR Manager,27,Female,63800
Bachelor's,22,Suburban,Marketing Executive,22,Female,69825
PhD,29,Rural,Data Analyst,49,Female,156187
High School,16,Urban,Clerk,59,Male,28800
High School,10,Urban,Data Analyst,23,Female,72000
PhD,29,Suburban,Customer Support,31,Male,72734
High School,26,Suburban,Customer Support,53,Male,43700
Master's,19,Rural,Product Manager,53,Male,173208
PhD,24,Suburban,Data Scientist,39,Male,209000
PhD,3,Urban,Director,41,Male,172500
Bachelor's,29,Suburban,HR Manager,21,Male,128012
Bachelor's,10,Rural,Data Scientist,28,Female,102000
High School,4,Rural,Clerk,59,Male,16320
High School,18,Rural,Director,53,Male,155040
PhD,24,Suburban,Clerk,31,Female,52250
Master's,20,Rural,Product Manager,40,Female,177650
Bachelor's,8,Suburban,Software Engineer,24,Female,93100
PhD,12,Suburban,Director,32,Male,228000
Bachelor's,20,Rural,Technician,40,Male,51000
Bachelor's,30,Suburban,Software Engineer,60,Female,166250
PhD,7,Urban,Technician,23,Female,50625
PhD,4,Suburban,HR Manager,60,Female,78375
High School,29,Urban,Customer Support,58,Male,49000
Bachelor's,9,Suburban,Data Analyst,52,Female,82650
PhD,1,Rural,Technician,35,Female,33468
Master's,5,Suburban,Clerk,43,Male,26125
Master's,20,Rural,Product Manager,40,Female,177650
PhD,7,Suburban,Data Scientist,43,Male,128250
High School,25,Rural,Marketing Executive,34,Female,53550
Master's,19,Suburban,Data Scientist,46,Male,163020
PhD,13,Urban,Technician,39,Male,61875
Master's,29,Urban,Customer Support,47,Male,67375
Master's,3,Rural,Product Manager,44,Female,102148
Master's,16,Suburban,Director,34,Male,225720
Master's,14,Suburban,Data Scientist,59,Female,142120
High School,8,Rural,Clerk,51,Male,19040
High School,10,Urban,HR Manager,42,Female,66000
Bachelor's,23,Suburban,Clerk,57,Male,40850
PhD,8,Suburban,HR Manager,31,Female,91437
High School,30,Rural,HR Manager,40,Male,93500
Bachelor's,0,Rural,Technician,54,Female,25500
High School,17,Suburban,Data Scientist,60,Male,112480
PhD,13,Urban,Product Manager,49,Female,195937
Master's,16,Rural,Product Manager,56,Male,159885
Bachelor's,17,Rural,Software Engineer,57,Male,110075
PhD,9,Suburban,HR Manager,48,Female,94703
Bachelor's,3,Rural,Marketing Executive,40,Female,34212
Master's,23,Urban,Clerk,48,Male,47300
PhD,12,Rural,Software Engineer,31,Male,119000
PhD,16,Urban,Marketing Executive,52,Female,78750
Bachelor's,8,Suburban,Data Scientist,34,Female,106400
High School,14,Suburban,Technician,50,Female,38760
Bachelor's,11,Rural,Clerk,38,Female,26350
Bachelor's,2,Suburban,Software Engineer,40,Male,73150
High School,29,Suburban,Clerk,42,Female,37240
Master's,17,Suburban,Data Analyst,28,Male,115995
PhD,21,Urban,Director,53,Female,307500
PhD,6,Suburban,Clerk,23,Female,30875
PhD,28,Rural,Customer Support,25,Female,63750
Bachelor's,11,Suburban,HR Manager,36,Female,80987
PhD,24,Urban,Customer Support,33,Female,68750
Bachelor's,16,Rural,HR Manager,31,Male,84150
Master's,16,Suburban,HR Manager,46,Male,103455
PhD,12,Urban,HR Manager,23,Female,110000
Master's,3,Urban,Software Engineer,22,Male,88550
PhD,16,Rural,Director,46,Male,229500
Bachelor's,7,Urban,Clerk,34,Female,27000
PhD,14,Rural,Software Engineer,51,Female,126437
High School,10,Suburban,Technician,46,Male,34200
Bachelor's,28,Urban,HR Manager,35,Female,132000
High School,26,Rural,Marketing Executive,35,Male,54739
Master's,22,Urban,Data Scientist,31,Female,184800
PhD,12,Suburban,Product Manager,33,Male,180500
PhD,16,Suburban,Product Manager,60,Male,203062
Master's,4,Urban,Product Manager,58,Male,125400
Bachelor's,26,Urban,Director,44,Female,276000
Bachelor's,5,Suburban,Director,30,Male,142500
Master's,15,Urban,Data Analyst,30,Male,115500
High School,13,Rural,Customer Support,33,Female,28050
High School,7,Rural,Software Engineer,27,Female,64260
Master's,2,Suburban,Data Analyst,49,Female,68970
Master's,0,Urban,Clerk,47,Female,22000
High School,25,Urban,Director,34,Male,216000
PhD,9,Suburban,Software Engineer,50,Male,120531
High School,14,Rural,Marketing Executive,30,Male,40460
Bachelor's,11,Rural,Clerk,32,Male,26350
Bachelor's,17,Suburban,Technician,28,Male,52725
Bachelor's,11,Rural,Customer Support,42,Male,32937
Master's,30,Rural,Technician,43,Female,70125
Master's,21,Suburban,HR Manager,48,Female,117823
Master's,15,Urban,Product Manager,48,Female,182875
High School,7,Rural,Marketing Executive,56,Female,32130
Bachelor's,30,Suburban,Software Engineer,40,Male,166250
Master's,15,Suburban,Product Manager,34,Female,173731
High School,26,Rural,Software Engineer,57,Male,109479
PhD,23,Urban,Data Analyst,33,Male,161250
Master's,25,Suburban,Data Analyst,30,Male,141075
High School,19,Urban,Director,31,Female,187200
Bachelor's,2,Urban,Data Analyst,23,Male,66000
Bachelor's,26,Urban,Clerk,59,Male,46000
Master's,23,Suburban,Software Engineer,23,Female,157272
Master's,26,Rural,HR Manager,31,Male,118277
Bachelor's,25,Rural,Product Manager,58,Female,181687
High School,6,Rural,HR Manager,46,Female,48620
PhD,1,Urban,Director,50,Female,157500
PhD,16,Urban,Product Manager,39,Female,213750
Bachelor's,18,Urban,Director,27,Male,228000
Bachelor's,7,Suburban,Software Engineer,35,Male,89775
PhD,3,Rural,Clerk,38,Female,24437
PhD,19,Rural,HR Manager,60,Male,113953
Bachelor's,22,Urban,Marketing Executive,59,Male,73500
Bachelor's,10,Suburban,Technician,33,Male,42750
Bachelor's,5,Suburban,Data Analyst,21,Male,71250
PhD,18,Suburban,Software Engineer,50,Female,157937
Bachelor's,17,Rural,HR Manager,57,Female,86487
Master's,29,Rural,Technician,34,Female,68722
PhD,30,Rural,Data Analyst,27,Female,159375
PhD,16,Suburban,Director,28,Male,256500
PhD,14,Urban,Software Engineer,53,Male,148750
Bachelor's,16,Rural,Customer Support,47,Male,38250
Bachelor's,6,Rural,Product Manager,47,Male,104975
Master's,22,Suburban,Director,34,Female,263340
PhD,24,Urban,Product Manager,56,Male,261250
Bachelor's,6,Urban,Customer Support,39,Male,32500
High School,17,Urban,Data Analyst,58,Female,88800
Master's,16,Rural,Marketing Executive,56,Female,58905
High School,23,Suburban,Data Analyst,58,Female,98040
Master's,6,Urban,Director,41,Female,171600
PhD,17,Urban,Clerk,31,Male,46250
Bachelor's,21,Urban,Marketing Executive,53,Male,71750
Bachelor's,26,Suburban,Product Manager,28,Male,207574
Master's,1,Rural,Product Manager,23,Female,93266
Bachelor's,19,Suburban,Product Manager,54,Female,175987
High School,19,Urban,Product Manager,41,Female,148200
High School,15,Rural,Data Analyst,45,Male,71400
Master's,10,Rural,Data Scientist,23,Female,112200
High School,29,Urban,Software Engineer,53,Male,137200
High School,29,Urban,Clerk,30,Female,39200
PhD,24,Rural,Clerk,42,Male,46750
High School,30,Suburban,Customer Support,44,Male,47500
PhD,14,Suburban,Data Scientist,22,Female,161500
High School,13,Rural,Customer Support,36,Male,28050
PhD,2,Suburban,Data Analyst,31,Female,78375
Master's,21,Suburban,Product Manager,47,Female,203513
Bachelor's,16,Urban,Product Manager,39,Male,171000
High School,21,Suburban,Director,38,Male,186959
PhD,14,Rural,Clerk,45,Male,36125
Master's,10,Suburban,Marketing Executive,38,Male,54862
High School,15,Urban,Data Analyst,44,Female,84000
Bachelor's,30,Urban,Clerk,39,Female,50000
High School,22,Rural,Data Analyst,46,Female,85680
High School,12,Urban,Software Engineer,58,Female,89600
Master's,22,Urban,Clerk,35,Female,46200
Bachelor's,23,Urban,Software Engineer,27,Male,150500
Master's,19,Suburban,Clerk,41,Male,40755
Bachelor's,22,Rural,Technician,47,Male,53550
Bachelor's,22,Suburban,Marketing Executive,26,Female,69825
Bachelor's,21,Rural,Clerk,26,Male,34850
PhD,24,Rural,Marketing Executive,26,Male,81812
Master's,26,Urban,Technician,59,Female,75900
Master's,9,Rural,HR Manager,24,Female,74566
Bachelor's,7,Urban,Director,26,Male,162000
High School,18,Suburban,Director,37,Female,173280
Master's,2,Rural,Director,40,Male,123420
Master's,18,Rural,Product Manager,32,Female,168767
High School,21,Rural,Technician,50,Male,41820
High School,16,Rural,Software Engineer,36,Male,85680
Bachelor's,12,Rural,Software Engineer,38,Male,95200
PhD,15,Rural,Data Scientist,22,Male,148750
PhD,4,Rural,Customer Support,31,Female,31875
PhD,29,Urban,Software Engineer,52,Female,214375
Bachelor's,1,Rural,Data Analyst,40,Male,53550
High School,28,Suburban,Customer Support,34,Male,45600
PhD,3,Rural,Director,29,Female,146625
Bachelor's,12,Rural,Director,47,Female,163200
PhD,28,Rural,Director,50,Male,306000
PhD,27,Urban,Product Manager,40,Female,279062
Bachelor's,12,Suburban,Data Scientist,24,Male,121600
PhD,27,Suburban,Data Analyst,28,Female,167437
Bachelor's,29,Rural,Data Scientist,46,Male,166600
Master's,1,Rural,Customer Support,53,Female,24543
PhD,23,Rural,Customer Support,47,Male,57109
Bachelor's,6,Rural,Director,60,Male,132600
Master's,9,Suburban,HR Manager,29,Female,83338
Master's,6,Urban,HR Manager,21,Female,78650
PhD,14,Suburban,Clerk,39,Male,40375
Master's,17,Urban,Software Engineer,56,Male,142450
Bachelor's,25,Suburban,Marketing Executive,49,Female,74812
High School,16,Rural,Technician,42,Male,36720
Master's,9,Suburban,Marketing Executive,53,Male,53033
Master's,29,Suburban,Director,58,Female,307230
Master's,30,Suburban,Clerk,39,Male,52250
PhD,1,Urban,Data Scientist,36,Male,105000
High School,12,Urban,Customer Support,21,Female,32000
PhD,20,Suburban,Marketing Executive,50,Female,83125
Bachelor's,13,Rural,Data Scientist,21,Male,112200
PhD,25,Rural,Software Engineer,36,Male,167343
PhD,16,Rural,Data Scientist,40,Male,153000
Bachelor's,29,Suburban,Technician,37,Male,69825
PhD,26,Urban,Technician,39,Female,86250
Bachelor's,26,Rural,HR Manager,33,Female,107524
Bachelor's,13,Suburban,Data Analyst,55,Male,94050
High School,28,Suburban,HR Manager,36,Female,100320
Master's,11,Urban,Customer Support,56,Female,42625
Bachelor's,10,Rural,Software Engineer,48,Female,89250
PhD,4,Rural,Director,51,Female,153000
High School,8,Urban,Director,33,Male,134400
Bachelor's,24,Urban,Customer Support,28,Female,55000
Master's,29,Urban,Data Scientist,41,Male,215600
Bachelor's,4,Suburban,Product Manager,53,Female,108300
High School,19,Rural,Product Manager,22,Male,125970
Bachelor's,23,Suburban,Data Scientist,29,Male,163400
PhD,24,Suburban,Software Engineer,47,Female,182875
High School,19,Rural,Director,31,Female,159120
PhD,13,Suburban,Marketing Executive,30,Female,68578
Master's,19,Suburban,Data Scientist,24,Male,163020
High School,6,Suburban,Clerk,52,Female,19760
Master's,20,Suburban,Customer Support,39,Male,52250
Master's,28,Suburban,Data Scientist,27,Female,200640
High School,12,Urban,Software Engineer,50,Male,89600
Bachelor's,27,Suburban,Data Scientist,53,Male,178600
Bachelor's,2,Rural,Director,34,Female,112200
Bachelor's,16,Urban,Marketing Executive,27,Male,63000
PhD,24,Suburban,Director,47,Male,313500
PhD,17,Suburban,Marketing Executive,50,Male,76890
Bachelor's,0,Rural,Director,48,Female,102000
Master's,2,Suburban,Customer Support,41,Female,28737
PhD,9,Urban,Director,41,Female,217500
Master's,11,Urban,Clerk,51,Male,34100
Master's,30,Suburban,Data Scientist,32,Female,209000
PhD,0,Urban,Software Engineer,52,Female,87500
Master's,8,Rural,Software Engineer,28,Female,91630
PhD,20,Rural,Technician,29,Male,63750
PhD,23,Suburban,HR Manager,48,Male,140421
Master's,28,Rural,Clerk,53,Male,44880
High School,28,Rural,Director,34,Female,195840
Master's,16,Urban,Director,51,Male,237600
Master's,17,Rural,Customer Support,24,Male,43243
PhD,25,Suburban,Data Scientist,49,Male,213750
PhD,14,Rural,Software Engineer,47,Female,126437
Master's,16,Suburban,Data Scientist,43,Female,150480
PhD,1,Urban,Data Analyst,51,Male,78750
PhD,25,Suburban,Product Manager,39,Female,253828
Master's,6,Suburban,Technician,33,Female,40755
PhD,25,Urban,Clerk,37,Male,56250
Master's,27,Rural,Marketing Executive,39,Female,76903
High School,25,Urban,Data Scientist,44,Female,144000
Bachelor's,13,Suburban,Software Engineer,49,Male,109725
Master's,21,Suburban,HR Manager,55,Male,117823
PhD,9,Rural,Marketing Executive,30,Male,53921
PhD,2,Urban,Clerk,45,Male,27500
PhD,27,Urban,Data Scientist,29,Male,235000
High School,9,Rural,Product Manager,36,Male,93670
High School,20,Suburban,Product Manager,48,Male,144400
Bachelor's,1,Urban,Data Analyst,23,Male,63000
PhD,26,Suburban,Data Analyst,29,Male,163875
PhD,8,Suburban,Customer Support,53,Male,41562
Master's,26,Suburban,Director,23,Female,288420
PhD,25,Suburban,Clerk,24,Female,53437
Master's,28,Suburban,Customer Support,33,Female,62700
PhD,30,Suburban,Director,49,Male,356250
Master's,20,Rural,Clerk,45,Male,37400
Bachelor's,13,Urban,Product Manager,39,Male,156750
Bachelor's,8,Urban,Director,21,Female,168000
High School,4,Urban,Customer Support,31,Male,24000
High School,17,Suburban,Technician,34,Female,42180
Master's,1,Rural,Technician,30,Male,29452
Bachelor's,23,Suburban,Customer Support,21,Male,51062
Master's,29,Rural,Data Scientist,60,Male,183260
PhD,28,Suburban,Director,42,Male,342000
Bachelor's,15,Suburban,Clerk,53,Female,33250
Bachelor's,20,Rural,Product Manager,35,Male,161500
PhD,4,Urban,Marketing Executive,32,Male,52500
PhD,29,Rural,Data Scientist,34,Male,208250
Bachelor's,14,Rural,Customer Support,23,Female,36125
Master's,0,Rural,Software Engineer,48,Female,65450
Bachelor's,14,Urban,Product Manager,47,Male,161500
Master's,7,Urban,Customer Support,46,Male,37125
High School,18,Urban,Technician,25,Male,45600
Master's,16,Urban,Marketing Executive,37,Female,69300
PhD,5,Rural,Data Scientist,40,Male,106250
Bachelor's,27,Rural,Marketing Executive,24,Female,69912
High School,13,Suburban,Clerk,41,Female,25080
Master's,23,Urban,HR Manager,30,Male,130075
PhD,20,Rural,Technician,32,Male,63750
High School,12,Urban,Marketing Executive,37,Female,44800
Bachelor's,8,Rural,Data Analyst,56,Female,71400
Master's,16,Rural,Director,47,Female,201960
Master's,21,Suburban,Data Analyst,55,Female,128534
PhD,25,Rural,Data Analyst,54,Female,143437
High School,10,Rural,Marketing Executive,22,Female,35700
PhD,29,Rural,Technician,24,Male,78093
High School,16,Suburban,Software Engineer,35,Female,95760
High School,29,Urban,Marketing Executive,37,Female,68600
High School,15,Suburban,Product Manager,48,Female,126350
Bachelor's,18,Rural,Technician,46,Female,48450
PhD,10,Urban,Customer Support,50,Male,46875
PhD,7,Urban,Technician,51,Male,50625
Master's,7,Urban,Customer Support,27,Female,37125
Bachelor's,10,Rural,Director,38,Male,153000
High School,5,Rural,Marketing Executive,42,Male,29750
Master's,16,Urban,Technician,51,Male,59400
Master's,27,Urban,Marketing Executive,53,Male,90475
Master's,15,Urban,Director,48,Male,231000
High School,6,Urban,Clerk,30,Female,20800
High School,21,Urban,Customer Support,38,Male,41000
Master's,26,Rural,Product Manager,36,Female,204297
Bachelor's,15,Urban,Technician,43,Female,52500
PhD,3,Urban,Product Manager,35,Male,136562
Bachelor's,27,Rural,HR Manager,59,Male,109862
Bachelor's,7,Rural,HR Manager,38,Male,63112
Bachelor's,7,Suburban,Product Manager,49,Female,121837
PhD,22,Suburban,Director,59,Male,299250
Bachelor's,26,Rural,HR Manager,32,Female,107524
Master's,28,Suburban,Marketing Executive,40,Male,87780
Bachelor's,30,Rural,HR Manager,53,Male,116875
High School,3,Rural,Director,51,Male,93840
High School,10,Urban,Marketing Executive,35,Female,42000
Bachelor's,7,Rural,Product Manager,45,Male,109012
PhD,25,Rural,Customer Support,49,Male,59765
PhD,2,Rural,Technician,60,Female,35062
High School,19,Urban,Technician,56,Female,46800
Bachelor's,22,Rural,Data Analyst,32,Female,107100
Bachelor's,19,Suburban,Director,24,Female,222300
Bachelor's,21,Rural,HR Manager,28,Male,95837
Master's,19,Suburban,Data Analyst,46,Male,122265
Bachelor's,19,Suburban,Marketing Executive,31,Female,64837
Master's,8,Suburban,Data Analyst,60,Female,87780
Bachelor's,19,Suburban,Product Manager,49,Male,175987
PhD,15,Rural,Customer Support,48,Female,46484
Bachelor's,17,Suburban,Technician,44,Male,52725
Master's,27,Urban,Software Engineer,53,Female,180950
Master's,13,Suburban,Technician,36,Female,51727
High School,11,Rural,HR Manager,59,Female,57970
High School,2,Suburban,Data Analyst,30,Female,50160
High School,18,Urban,Data Analyst,47,Female,91200
Master's,14,Urban,Product Manager,45,Male,177650
Master's,25,Urban,Technician,39,Female,74250
High School,1,Suburban,Clerk,52,Female,15960
High School,23,Suburban,Director,40,Female,196080
PhD,7,Rural,Marketing Executive,43,Male,50203
Master's,5,Rural,Marketing Executive,32,Male,40906
High School,11,Urban,Technician,36,Male,37200
High School,17,Urban,Data Scientist,43,Female,118400
Bachelor's,1,Rural,Technician,33,Male,26775
PhD,29,Suburban,HR Manager,27,Male,160015
Bachelor's,6,Rural,Data Analyst,21,Female,66300
Bachelor's,30,Rural,Data Analyst,33,Male,127500
PhD,23,Suburban,Director,22,Female,306375
Master's,19,Suburban,Product Manager,25,Female,193586
Master's,2,Suburban,HR Manager,42,Female,63222
High School,8,Suburban,Data Scientist,59,Male,85120
PhD,16,Suburban,Software Engineer,52,Male,149625
High School,0,Suburban,Marketing Executive,51,Female,26600
Master's,15,Suburban,Data Scientist,30,Male,146300
High School,26,Suburban,Software Engineer,31,Female,122359
High School,27,Suburban,Product Manager,55,Male,169670
Bachelor's,23,Rural,Software Engineer,40,Male,127925
High School,12,Urban,Data Scientist,27,Female,102400
PhD,7,Urban,Customer Support,50,Male,42187
High School,5,Urban,Data Analyst,36,Female,60000
Master's,17,Urban,Technician,32,Male,61050
PhD,16,Suburban,Director,46,Male,256500
Master's,12,Suburban,Product Manager,31,Male,158840
Bachelor's,21,Urban,Product Manager,29,Male,194749
PhD,7,Rural,Data Scientist,51,Male,114750
PhD,3,Suburban,Technician,39,Male,40968
PhD,9,Rural,Software Engineer,49,Female,107843
Bachelor's,26,Urban,Data Analyst,39,Female,138000
PhD,24,Urban,Director,46,Female,330000
High School,6,Urban,Customer Support,37,Male,26000
Bachelor's,27,Rural,Marketing Executive,27,Male,69912
Bachelor's,14,Rural,HR Manager,21,Female,79475
High School,8,Rural,Product Manager,55,Male,90440
High School,9,Rural,Clerk,47,Female,19720
High School,13,Rural,Data Scientist,31,Female,89760
PhD,10,Rural,Marketing Executive,27,Male,55781
PhD,15,Urban,Data Analyst,60,Female,131250
PhD,4,Urban,HR Manager,35,Male,82500
High School,4,Urban,Customer Support,59,Female,24000
PhD,25,Urban,Director,27,Female,337500
Bachelor's,26,Rural,Product Manager,51,Male,185725
Master's,26,Rural,Marketing Executive,44,Female,75267
PhD,18,Rural,Technician,35,Male,60562
PhD,2,Rural,Product Manager,57,Female,111031
PhD,26,Suburban,Clerk,54,Female,54624
Bachelor's,24,Suburban,Software Engineer,39,Female,146300
PhD,13,Rural,Technician,48,Female,52593
High School,30,Suburban,Customer Support,25,Female,47500
Master's,10,Rural,Customer Support,36,Female,35062
PhD,19,Urban,Product Manager,27,Male,231562
High School,18,Suburban,Customer Support,49,Female,36100
Bachelor's,6,Urban,Customer Support,42,Male,32500
Bachelor's,9,Urban,Technician,39,Male,43500
High School,2,Suburban,Product Manager,56,Male,79420
PhD,12,Urban,Data Scientist,56,Female,160000
Master's,17,Rural,Data Analyst,28,Male,103785
Bachelor's,19,Rural,Product Manager,56,Male,157462
Bachelor's,21,Suburban,Product Manager,30,Female,185012
High School,17,Rural,Marketing Executive,23,Female,44030
Master's,9,Urban,Marketing Executive,56,Male,55825
Bachelor's,20,Urban,HR Manager,41,Male,110000
PhD,18,Suburban,Marketing Executive,34,Female,78968
PhD,8,Suburban,HR Manager,29,Male,91437
Bachelor's,9,Suburban,Software Engineer,55,Female,96425
PhD,27,Suburban,Data Analyst,54,Male,167437
PhD,25,Urban,Data Analyst,54,Female,168750
PhD,22,Suburban,Marketing Executive,52,Male,87281
High School,9,Suburban,Technician,52,Male,33060
Master's,15,Urban,Customer Support,41,Female,48125
High School,6,Urban,Director,32,Female,124800
High School,18,Urban,Software Engineer,42,Female,106400
High School,19,Rural,Data Analyst,40,Male,79560
Master's,28,Urban,Clerk,41,Male,52800
PhD,23,Urban,Data Analyst,28,Male,161250
Master's,26,Rural,Clerk,24,Female,43010
Master's,24,Rural,Technician,42,Male,61710
High School,22,Rural,Data Analyst,52,Male,85680
Bachelor's,30,Rural,Technician,33,Female,63750
PhD,9,Rural,HR Manager,22,Female,84734
PhD,6,Urban,Data Analyst,43,Male,97500
High School,12,Rural,Marketing Executive,25,Male,38080
High School,16,Urban,Customer Support,58,Male,36000
PhD,2,Suburban,Product Manager,26,Female,124093
Bachelor's,26,Rural,Customer Support,33,Male,48874
Master's,3,Rural,Data Analyst,38,Female,64514
Bachelor's,9,Suburban,HR Manager,49,Male,75762
High School,10,Suburban,Data Scientist,28,Female,91200
Bachelor's,9,Urban,Data Scientist,30,Female,116000
PhD,21,Suburban,Director,48,Female,292125
PhD,3,Rural,HR Manager,41,Female,67203
Bachelor's,28,Suburban,Software Engineer,45,Female,159600
High School,2,Suburban,Clerk,41,Female,16720
Bachelor's,6,Rural,Data Analyst,34,Male,66300
